"Symptom Group","Symptom","Cancer Group","Cancer Site","N_Men","% (95% CI)_Men","N_Women","% (95% CI)_Women"
"Non-specific","Non-specific - Fever (Men=164, Women=109)","HPB","Other HPB","164","0.00 (0.00, 2.29)","109","3.67 (1.44, 9.06)"
"Non-specific","Non-specific - Fever (Men=164, Women=109)","Respiratory","Lung","164","22.0 (16.3, 28.9)","109","18.3 (12.2, 26.6)"
"Non-specific","Non-specific - Fever (Men=164, Women=109)","Respiratory","Mesothelioma","164","1.83 (0.62, 5.24)","109","0.92 (0.16, 5.01)"
"Non-specific","Non-specific - Fever (Men=164, Women=109)","Urological","Bladder","164","1.83 (0.62, 5.24)","109","1.83 (0.50, 6.44)"
"Non-specific","Non-specific - Fever (Men=164, Women=109)","Urological","Kidney","164","3.05 (1.31, 6.94)","109","3.67 (1.44, 9.06)"
"Non-specific","Non-specific - Fever (Men=164, Women=109)","Urological","Ureteric and other urinary","164","0.61 (0.11, 3.37)","109","1.83 (0.50, 6.44)"
"Non-specific","Non-specific - Fever (Men=164, Women=109)","Haematological","Acute leukaemia","164","9.15 (5.62, 14.5)","109","9.17 (5.06, 16.1)"
"Non-specific","Non-specific - Fever (Men=164, Women=109)","Haematological","Chronic lymphocytic leukaemia","164","2.44 (0.95, 6.10)","109","0.92 (0.16, 5.01)"
"Non-specific","Non-specific - Fever (Men=164, Women=109)","Haematological","Hodgkin lymphoma","164","2.44 (0.95, 6.10)","109","3.67 (1.44, 9.06)"
"Non-specific","Non-specific - Fever (Men=164, Women=109)","Haematological","Multiple myeloma","164","1.22 (0.34, 4.34)","109","4.59 (1.98, 10.3)"
"Non-specific","Non-specific - Fever (Men=164, Women=109)","Haematological","Non-Hodgkin lymphoma","164","7.93 (4.69, 13.1)","109","4.59 (1.98, 10.3)"
"Non-specific","Non-specific - Fever (Men=164, Women=109)","Haematological","Other haematological","164","5.49 (2.91, 10.1)","109","0.92 (0.16, 5.01)"
"Non-specific","Non-specific - Fever (Men=164, Women=109)","CNS","CNS","164","0.61 (0.11, 3.37)","109","1.83 (0.50, 6.44)"
"Non-specific","Non-specific - Fever (Men=164, Women=109)","Sarcoma","Bone sarcoma","164","0.00 (0.00, 2.29)","109","0.00 (0.00, 3.40)"
"Non-specific","Non-specific - Fever (Men=164, Women=109)","Sarcoma","Connective and soft tissue sarcoma","164","0.00 (0.00, 2.29)","109","2.75 (0.94, 7.78)"
"Non-specific","Non-specific - Fever (Men=164, Women=109)","Skin","Melanoma","164","0.61 (0.11, 3.37)","109","0.00 (0.00, 3.40)"
"Non-specific","Non-specific - Fever (Men=164, Women=109)","Ocular","Ocular","164","0.00 (0.00, 2.29)","109","0.00 (0.00, 3.40)"
"Non-specific","Non-specific - Fever (Men=164, Women=109)","Breast","Breast","164","0.00 (0.00, 2.29)","109","2.75 (0.94, 7.78)"
"Non-specific","Non-specific - Fever (Men=164, Women=109)","Gynaecological","Cervix","164","-","109","0.92 (0.16, 5.01)"
"Non-specific","Non-specific - Fever (Men=164, Women=109)","Gynaecological","Ovary","164","-","109","6.42 (3.15, 12.7)"
"Non-specific","Non-specific - Fever (Men=164, Women=109)","Gynaecological","Uterus","164","-","109","2.75 (0.94, 7.78)"
"Non-specific","Non-specific - Fever (Men=164, Women=109)","Gynaecological","Vulva/Vagina","164","-","109","0.92 (0.16, 5.01)"
"Non-specific","Non-specific - Fever (Men=164, Women=109)","Prostate and other male organs","Penile","164","0.00 (0.00, 2.29)","109","-"
"Non-specific","Non-specific - Fever (Men=164, Women=109)","Prostate and other male organs","Prostate","164","11.6 (7.54, 17.4)","109","-"
"Non-specific","Non-specific - Fever (Men=164, Women=109)","Prostate and other male organs","Testicular","164","0.00 (0.00, 2.29)","109","-"
"Non-specific","Non-specific - Fever (Men=164, Women=109)","Other malignant neoplasms","Other malignant neoplasms","164","1.22 (0.34, 4.34)","109","0.00 (0.00, 3.40)"
"Non-specific","Non-specific - Fever (Men=164, Women=109)","Unknown primary","Unknown primary","164","3.05 (1.31, 6.94)","109","1.83 (0.50, 6.44)"
"Non-specific","Non-specific - Infection (Men=97, Women=72)","Head and neck","Larynx","97","0.00 (0.00, 3.81)","72","0.00 (0.00, 5.07)"
"Non-specific","Non-specific - Infection (Men=97, Women=72)","Head and neck","Oral cavity","97","1.03 (0.18, 5.61)","72","1.39 (0.25, 7.46)"
"Non-specific","Non-specific - Infection (Men=97, Women=72)","Head and neck","Oropharynx","97","0.00 (0.00, 3.81)","72","0.00 (0.00, 5.07)"
"Non-specific","Non-specific - Infection (Men=97, Women=72)","Head and neck","Thyroid","97","0.00 (0.00, 3.81)","72","0.00 (0.00, 5.07)"
"Non-specific","Non-specific - Infection (Men=97, Women=72)","Head and neck","Other head and neck","97","5.15 (2.22, 11.5)","72","0.00 (0.00, 5.07)"
"Non-specific","Non-specific - Infection (Men=97, Women=72)","Upper GI","Oesophagus","97","3.09 (1.06, 8.70)","72","0.00 (0.00, 5.07)"
"Non-specific","Non-specific - Infection (Men=97, Women=72)","Upper GI","Stomach","97","2.06 (0.57, 7.21)","72","1.39 (0.25, 7.46)"
"Non-specific","Non-specific - Infection (Men=97, Women=72)","Lower GI","Anal","97","1.03 (0.18, 5.61)","72","2.78 (0.77, 9.57)"
"Non-specific","Non-specific - Infection (Men=97, Women=72)","Lower GI","Colon","97","2.06 (0.57, 7.21)","72","5.56 (2.18, 13.4)"
"Non-specific","Non-specific - Infection (Men=97, Women=72)","Lower GI","Rectum","97","1.03 (0.18, 5.61)","72","0.00 (0.00, 5.07)"
"Non-specific","Non-specific - Infection (Men=97, Women=72)","Lower GI","Small intestine","97","0.00 (0.00, 3.81)","72","0.00 (0.00, 5.07)"
"Non-specific","Non-specific - Infection (Men=97, Women=72)","HPB","Liver","97","2.06 (0.57, 7.21)","72","2.78 (0.77, 9.57)"
"Non-specific","Non-specific - Infection (Men=97, Women=72)","HPB","Pancreas","97","4.12 (1.62, 10.1)","72","2.78 (0.77, 9.57)"
"Non-specific","Non-specific - Infection (Men=97, Women=72)","HPB","Other HPB","97","0.00 (0.00, 3.81)","72","0.00 (0.00, 5.07)"
"Non-specific","Non-specific - Infection (Men=97, Women=72)","Respiratory","Lung","97","23.7 (16.4, 33.1)","72","26.4 (17.6, 37.6)"
"Non-specific","Non-specific - Infection (Men=97, Women=72)","Respiratory","Mesothelioma","97","1.03 (0.18, 5.61)","72","0.00 (0.00, 5.07)"
"Non-specific","Non-specific - Infection (Men=97, Women=72)","Urological","Bladder","97","2.06 (0.57, 7.21)","72","2.78 (0.77, 9.57)"
"Non-specific","Non-specific - Infection (Men=97, Women=72)","Urological","Kidney","97","1.03 (0.18, 5.61)","72","0.00 (0.00, 5.07)"
"Non-specific","Non-specific - Infection (Men=97, Women=72)","Urological","Ureteric and other urinary","97","0.00 (0.00, 3.81)","72","0.00 (0.00, 5.07)"
"Non-specific","Non-specific - Infection (Men=97, Women=72)","Haematological","Acute leukaemia","97","9.28 (4.96, 16.7)","72","13.9 (7.72, 23.7)"
"Non-specific","Non-specific - Infection (Men=97, Women=72)","Haematological","Chronic lymphocytic leukaemia","97","5.15 (2.22, 11.5)","72","1.39 (0.25, 7.46)"
"Non-specific","Non-specific - Infection (Men=97, Women=72)","Haematological","Hodgkin lymphoma","97","1.03 (0.18, 5.61)","72","1.39 (0.25, 7.46)"
"Non-specific","Non-specific - Infection (Men=97, Women=72)","Haematological","Multiple myeloma","97","4.12 (1.62, 10.1)","72","2.78 (0.77, 9.57)"
"Non-specific","Non-specific - Infection (Men=97, Women=72)","Haematological","Non-Hodgkin lymphoma","97","7.22 (3.54, 14.2)","72","1.39 (0.25, 7.46)"
"Non-specific","Non-specific - Infection (Men=97, Women=72)","Haematological","Other haematological","97","5.15 (2.22, 11.5)","72","5.56 (2.18, 13.4)"
"Non-specific","Non-specific - Infection (Men=97, Women=72)","CNS","CNS","97","0.00 (0.00, 3.81)","72","4.17 (1.43, 11.5)"
"Non-specific","Non-specific - Infection (Men=97, Women=72)","Sarcoma","Bone sarcoma","97","0.00 (0.00, 3.81)","72","1.39 (0.25, 7.46)"
"Non-specific","Non-specific - Infection (Men=97, Women=72)","Sarcoma","Connective and soft tissue sarcoma","97","0.00 (0.00, 3.81)","72","0.00 (0.00, 5.07)"
"Non-specific","Non-specific - Infection (Men=97, Women=72)","Skin","Melanoma","97","5.15 (2.22, 11.5)","72","1.39 (0.25, 7.46)"
"Non-specific","Non-specific - Infection (Men=97, Women=72)","Ocular","Ocular","97","0.00 (0.00, 3.81)","72","0.00 (0.00, 5.07)"
"Non-specific","Non-specific - Infection (Men=97, Women=72)","Breast","Breast","97","0.00 (0.00, 3.81)","72","8.33 (3.88, 17.0)"
"Non-specific","Non-specific - Infection (Men=97, Women=72)","Gynaecological","Cervix","97","-","72","0.00 (0.00, 5.07)"
"Non-specific","Non-specific - Infection (Men=97, Women=72)","Gynaecological","Ovary","97","-","72","4.17 (1.43, 11.5)"
"Non-specific","Non-specific - Infection (Men=97, Women=72)","Gynaecological","Uterus","97","-","72","1.39 (0.25, 7.46)"
"Non-specific","Non-specific - Infection (Men=97, Women=72)","Gynaecological","Vulva/Vagina","97","-","72","1.39 (0.25, 7.46)"
"Non-specific","Non-specific - Infection (Men=97, Women=72)","Prostate and other male organs","Penile","97","0.00 (0.00, 3.81)","72","-"
"Non-specific","Non-specific - Infection (Men=97, Women=72)","Prostate and other male organs","Prostate","97","11.3 (6.45, 19.2)","72","-"
"Non-specific","Non-specific - Infection (Men=97, Women=72)","Prostate and other male organs","Testicular","97","0.00 (0.00, 3.81)","72","-"
"Non-specific","Non-specific - Infection (Men=97, Women=72)","Other malignant neoplasms","Other malignant neoplasms","97","0.00 (0.00, 3.81)","72","0.00 (0.00, 5.07)"
"Non-specific","Non-specific - Infection (Men=97, Women=72)","Unknown primary","Unknown primary","97","2.06 (0.57, 7.21)","72","5.56 (2.18, 13.4)"
"Non-specific","Non-specific - Night sweats (Men=219, Women=125)","Head and neck","Larynx","219","0.00 (0.00, 1.72)","125","0.00 (0.00, 2.98)"
"Non-specific","Non-specific - Night sweats (Men=219, Women=125)","Head and neck","Oral cavity","219","0.00 (0.00, 1.72)","125","0.00 (0.00, 2.98)"
"Non-specific","Non-specific - Night sweats (Men=219, Women=125)","Head and neck","Oropharynx","219","0.46 (0.08, 2.54)","125","0.80 (0.14, 4.39)"
"Non-specific","Non-specific - Night sweats (Men=219, Women=125)","Head and neck","Thyroid","219","0.46 (0.08, 2.54)","125","0.00 (0.00, 2.98)"
"Non-specific","Non-specific - Night sweats (Men=219, Women=125)","Head and neck","Other head and neck","219","0.00 (0.00, 1.72)","125","0.00 (0.00, 2.98)"
"Non-specific","Non-specific - Night sweats (Men=219, Women=125)","Upper GI","Oesophagus","219","2.28 (0.98, 5.23)","125","0.80 (0.14, 4.39)"
"Non-specific","Non-specific - Night sweats (Men=219, Women=125)","Upper GI","Stomach","219","1.37 (0.47, 3.95)","125","0.00 (0.00, 2.98)"
"Non-specific","Non-specific - Night sweats (Men=219, Women=125)","Lower GI","Anal","219","0.00 (0.00, 1.72)","125","0.00 (0.00, 2.98)"
"Non-specific","Non-specific - Night sweats (Men=219, Women=125)","Lower GI","Colon","219","5.48 (3.16, 9.33)","125","7.20 (3.83, 13.1)"
"Non-specific","Non-specific - Night sweats (Men=219, Women=125)","Lower GI","Rectum","219","1.37 (0.47, 3.95)","125","0.80 (0.14, 4.39)"
"Non-specific","Non-specific - Night sweats (Men=219, Women=125)","Lower GI","Small intestine","219","0.00 (0.00, 1.72)","125","0.80 (0.14, 4.39)"
"Non-specific","Non-specific - Night sweats (Men=219, Women=125)","HPB","Liver","219","0.91 (0.25, 3.27)","125","0.80 (0.14, 4.39)"
"Non-specific","Non-specific - Night sweats (Men=219, Women=125)","HPB","Pancreas","219","2.74 (1.26, 5.85)","125","4.00 (1.72, 9.02)"
"Non-specific","Non-specific - Night sweats (Men=219, Women=125)","HPB","Other HPB","219","0.00 (0.00, 1.72)","125","1.60 (0.44, 5.65)"
"Non-specific","Non-specific - Night sweats (Men=219, Women=125)","Respiratory","Lung","219","12.8 (9.00, 17.9)","125","20.0 (13.9, 27.9)"
"Non-specific","Non-specific - Night sweats (Men=219, Women=125)","Respiratory","Mesothelioma","219","1.37 (0.47, 3.95)","125","0.00 (0.00, 2.98)"
"Non-specific","Non-specific - Night sweats (Men=219, Women=125)","Urological","Bladder","219","0.91 (0.25, 3.27)","125","0.00 (0.00, 2.98)"
"Non-specific","Non-specific - Night sweats (Men=219, Women=125)","Urological","Kidney","219","5.48 (3.16, 9.33)","125","4.80 (2.22, 10.1)"
"Non-specific","Non-specific - Night sweats (Men=219, Women=125)","Urological","Ureteric and other urinary","219","0.91 (0.25, 3.27)","125","0.00 (0.00, 2.98)"
"Non-specific","Non-specific - Night sweats (Men=219, Women=125)","Haematological","Acute leukaemia","219","5.48 (3.16, 9.33)","125","3.20 (1.25, 7.94)"
"Non-specific","Non-specific - Night sweats (Men=219, Women=125)","Haematological","Chronic lymphocytic leukaemia","219","3.20 (1.56, 6.45)","125","5.60 (2.74, 11.1)"
"Non-specific","Non-specific - Night sweats (Men=219, Women=125)","Haematological","Hodgkin lymphoma","219","2.74 (1.26, 5.85)","125","6.40 (3.28, 12.1)"
"Non-specific","Non-specific - Night sweats (Men=219, Women=125)","Haematological","Multiple myeloma","219","3.20 (1.56, 6.45)","125","5.60 (2.74, 11.1)"
"Non-specific","Non-specific - Night sweats (Men=219, Women=125)","Haematological","Non-Hodgkin lymphoma","219","12.8 (9.00, 17.9)","125","16.8 (11.3, 24.3)"
"Non-specific","Non-specific - Night sweats (Men=219, Women=125)","Haematological","Other haematological","219","8.68 (5.62, 13.2)","125","4.80 (2.22, 10.1)"
"Non-specific","Non-specific - Night sweats (Men=219, Women=125)","CNS","CNS","219","0.91 (0.25, 3.27)","125","0.80 (0.14, 4.39)"
"Non-specific","Non-specific - Night sweats (Men=219, Women=125)","Sarcoma","Bone sarcoma","219","0.00 (0.00, 1.72)","125","0.00 (0.00, 2.98)"
"Non-specific","Non-specific - Night sweats (Men=219, Women=125)","Sarcoma","Connective and soft tissue sarcoma","219","0.46 (0.08, 2.54)","125","0.00 (0.00, 2.98)"
"Non-specific","Non-specific - Night sweats (Men=219, Women=125)","Skin","Melanoma","219","0.46 (0.08, 2.54)","125","0.00 (0.00, 2.98)"
"Non-specific","Non-specific - Night sweats (Men=219, Women=125)","Ocular","Ocular","219","0.00 (0.00, 1.72)","125","0.00 (0.00, 2.98)"
"Non-specific","Non-specific - Night sweats (Men=219, Women=125)","Breast","Breast","219","0.00 (0.00, 1.72)","125","4.80 (2.22, 10.1)"
"Non-specific","Non-specific - Night sweats (Men=219, Women=125)","Gynaecological","Cervix","219","-","125","0.00 (0.00, 2.98)"
"Non-specific","Non-specific - Night sweats (Men=219, Women=125)","Gynaecological","Ovary","219","-","125","7.20 (3.83, 13.1)"
"Non-specific","Non-specific - Night sweats (Men=219, Women=125)","Gynaecological","Uterus","219","-","125","0.80 (0.14, 4.39)"
"Non-specific","Non-specific - Night sweats (Men=219, Women=125)","Gynaecological","Vulva/Vagina","219","-","125","0.00 (0.00, 2.98)"
"Non-specific","Non-specific - Night sweats (Men=219, Women=125)","Prostate and other male organs","Penile","219","0.00 (0.00, 1.72)","125","-"
"Non-specific","Non-specific - Night sweats (Men=219, Women=125)","Prostate and other male organs","Prostate","219","19.2 (14.5, 24.9)","125","-"
"Non-specific","Non-specific - Night sweats (Men=219, Women=125)","Prostate and other male organs","Testicular","219","0.46 (0.08, 2.54)","125","-"
"Non-specific","Non-specific - Night sweats (Men=219, Women=125)","Other malignant neoplasms","Other malignant neoplasms","219","0.46 (0.08, 2.54)","125","0.00 (0.00, 2.98)"
"Non-specific","Non-specific - Night sweats (Men=219, Women=125)","Unknown primary","Unknown primary","219","5.48 (3.16, 9.33)","125","2.40 (0.82, 6.82)"
"Non-specific","Non-specific - Other symptom (Men=1601, Women=1264)","Head and neck","Larynx","1601","0.69 (0.38, 1.23)","1264","0.24 (0.08, 0.70)"
"Non-specific","Non-specific - Other symptom (Men=1601, Women=1264)","Head and neck","Oral cavity","1601","1.50 (1.01, 2.22)","1264","1.34 (0.84, 2.14)"
"Non-specific","Non-specific - Other symptom (Men=1601, Women=1264)","Head and neck","Oropharynx","1601","2.44 (1.79, 3.31)","1264","0.87 (0.49, 1.55)"
"Non-specific","Non-specific - Other symptom (Men=1601, Women=1264)","Head and neck","Thyroid","1601","0.69 (0.38, 1.23)","1264","2.29 (1.60, 3.28)"
"Non-specific","Non-specific - Other symptom (Men=1601, Women=1264)","Head and neck","Other head and neck","1601","2.12 (1.52, 2.95)","1264","2.22 (1.54, 3.18)"
"Non-specific","Non-specific - Other symptom (Men=1601, Women=1264)","Upper GI","Oesophagus","1601","2.81 (2.11, 3.74)","1264","1.11 (0.66, 1.85)"
"Non-specific","Non-specific - Other symptom (Men=1601, Women=1264)","Upper GI","Stomach","1601","2.81 (2.11, 3.74)","1264","1.58 (1.03, 2.43)"
"Non-specific","Non-specific - Other symptom (Men=1601, Women=1264)","Lower GI","Anal","1601","0.31 (0.13, 0.73)","1264","0.71 (0.38, 1.35)"
"Non-specific","Non-specific - Other symptom (Men=1601, Women=1264)","Lower GI","Colon","1601","7.31 (6.13, 8.69)","1264","8.94 (7.49, 10.6)"
"Non-specific","Non-specific - Other symptom (Men=1601, Women=1264)","Lower GI","Rectum","1601","1.44 (0.96, 2.15)","1264","1.82 (1.22, 2.72)"
"Non-specific","Non-specific - Other symptom (Men=1601, Women=1264)","Lower GI","Small intestine","1601","0.25 (0.10, 0.64)","1264","0.32 (0.12, 0.81)"
"Non-specific","Non-specific - Other symptom (Men=1601, Women=1264)","HPB","Liver","1601","2.12 (1.52, 2.95)","1264","2.22 (1.54, 3.18)"
"Non-specific","Non-specific - Other symptom (Men=1601, Women=1264)","HPB","Pancreas","1601","3.25 (2.49, 4.23)","1264","4.98 (3.91, 6.33)"
"Non-specific","Non-specific - Other symptom (Men=1601, Women=1264)","HPB","Other HPB","1601","0.69 (0.38, 1.23)","1264","1.27 (0.78, 2.05)"
"Non-specific","Non-specific - Other symptom (Men=1601, Women=1264)","Respiratory","Lung","1601","12.7 (11.2, 14.5)","1264","20.3 (18.1, 22.6)"
"Non-specific","Non-specific - Other symptom (Men=1601, Women=1264)","Respiratory","Mesothelioma","1601","0.94 (0.57, 1.54)","1264","0.32 (0.12, 0.81)"
"Non-specific","Non-specific - Other symptom (Men=1601, Women=1264)","Urological","Bladder","1601","2.12 (1.52, 2.95)","1264","0.95 (0.54, 1.65)"
"Non-specific","Non-specific - Other symptom (Men=1601, Women=1264)","Urological","Kidney","1601","2.19 (1.58, 3.03)","1264","3.40 (2.54, 4.55)"
"Non-specific","Non-specific - Other symptom (Men=1601, Women=1264)","Urological","Ureteric and other urinary","1601","0.37 (0.17, 0.82)","1264","0.16 (0.04, 0.58)"
"Non-specific","Non-specific - Other symptom (Men=1601, Women=1264)","Haematological","Acute leukaemia","1601","1.44 (0.96, 2.15)","1264","1.42 (0.90, 2.24)"
"Non-specific","Non-specific - Other symptom (Men=1601, Women=1264)","Haematological","Chronic lymphocytic leukaemia","1601","2.12 (1.52, 2.95)","1264","1.58 (1.03, 2.43)"
"Non-specific","Non-specific - Other symptom (Men=1601, Women=1264)","Haematological","Hodgkin lymphoma","1601","0.75 (0.43, 1.31)","1264","0.40 (0.17, 0.92)"
"Non-specific","Non-specific - Other symptom (Men=1601, Women=1264)","Haematological","Multiple myeloma","1601","2.81 (2.11, 3.74)","1264","2.45 (1.73, 3.46)"
"Non-specific","Non-specific - Other symptom (Men=1601, Women=1264)","Haematological","Non-Hodgkin lymphoma","1601","6.43 (5.33, 7.74)","1264","6.33 (5.11, 7.81)"
"Non-specific","Non-specific - Other symptom (Men=1601, Women=1264)","Haematological","Other haematological","1601","3.06 (2.32, 4.02)","1264","2.37 (1.67, 3.37)"
"Non-specific","Non-specific - Other symptom (Men=1601, Women=1264)","CNS","CNS","1601","4.12 (3.25, 5.21)","1264","5.38 (4.27, 6.76)"
"Non-specific","Non-specific - Other symptom (Men=1601, Women=1264)","Sarcoma","Bone sarcoma","1601","0.37 (0.17, 0.82)","1264","0.08 (0.01, 0.45)"
"Non-specific","Non-specific - Other symptom (Men=1601, Women=1264)","Sarcoma","Connective and soft tissue sarcoma","1601","1.25 (0.81, 1.92)","1264","1.82 (1.22, 2.72)"
"Non-specific","Non-specific - Other symptom (Men=1601, Women=1264)","Skin","Melanoma","1601","2.62 (1.95, 3.53)","1264","3.64 (2.74, 4.82)"
"Non-specific","Non-specific - Other symptom (Men=1601, Women=1264)","Ocular","Ocular","1601","0.25 (0.10, 0.64)","1264","0.95 (0.54, 1.65)"
"Non-specific","Non-specific - Other symptom (Men=1601, Women=1264)","Breast","Breast","1601","0.00 (0.00, 0.24)","1264","6.17 (4.97, 7.63)"
